 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
128.5234375,44.28846577,0.152801364,0.245010802,1.6295986619999998,12.10098645,11.46295418,182.9725311,0.0
33.3984375,39.48562631,4.529319402,20.69544477,58.70986622,62.98411386,0.726764053,-0.968227335,0.0
101.6015625,42.33688179,0.497348852,0.761909541,1.961538462,16.40249978,10.46316406,122.0324112,0.0
104.140625,53.22207812,0.237450154,-0.245962266,70.5367893,92.38900681,0.640034884,-1.436646703,0.0
84.1796875,35.2152829,0.7112909070000001,3.2514866610000004,2.188963211,19.00205266,9.319661759,89.97886356,0.0
25.4453125,31.24995215,5.365693006,31.54724723,50.27759197,65.14055962,1.376166315,1.163678808,1.0
143.3828125,54.42169275,-0.141207116,-0.51353208,4.170568562,,6.637932379,51.75152545,0.0
109.5,43.38382475,0.034478082,0.469395128,4.494983278,25.73486778,6.578759177,45.49294137,0.0
141.3046875,48.59294551,-0.108089489,0.170323291,2.245819398,16.634466,9.691717902,108.732204,0.0
70.09375,44.81253269,,2.383786223,1.91638796,15.28534718,12.46154934,172.4740624,1.0
114.3671875,52.29511675,0.2815478919999999,-0.4130076579999999,10.30100334,36.26640603,3.926645693,,0.0
107.9296875,53.13458496,0.05856055,-0.482555492,3.986622074,23.97911902,7.461743347,60.42361593,0.0
134.25,46.67239548,0.095923397,-0.1735579119999999,2.117056856,,10.15238859,148.9757299,0.0
123.953125,50.79998452,-0.03565676,-0.280412999,97.4590301,95.68214429,-0.008375221,-1.939238369,0.0
68.046875,42.98889017,1.253867715,3.073009443,2.859531773,15.15903434,8.401999233,96.39616397,0.0
97.765625,37.21086123,0.408046873,2.164240008,3.211538462,19.35363302,6.992244737,55.80655141,0.0
121.703125,48.82259969,0.201694026,0.122594589,2.782608696,15.6036688,8.111232696,,0.0
110.3515625,34.45617457,0.163439455,1.917522016,0.828595318,10.55214247,16.71590506,333.0563403,0.0
145.65625,47.66852301,-0.142788916,-0.104241733,1.560200669,14.20910095,12.75577838,192.0357989,0.0
106.1875,39.4144148,0.35692357,0.943613805,3.961538462,22.37533712,7.014834108,55.44475118,0.0
138.15625,44.28819635,-0.119277996,0.139714453,5.527591973,26.92973778,5.3857102370000005,30.52356017,0.0
83.890625,35.33792986,0.869279062,3.443016692,2.301003344,18.12769733,9.698234419,104.8946747,0.0
133.03125,57.11787941,-0.081144944,-0.380063546,2.010033445,15.89308656,10.425885699999998,126.2542541,0.0
94.5078125,37.28039785,0.879222388,2.381900942,2.441471572,13.72078541,9.237693605,119.6291395,0.0
114.5234375,44.16746626,0.255155145,0.469436973,0.873745819,9.879962477,17.500063100000002,389.2114996,0.0
122.0859375,51.79482167,,-0.1733899569999999,2.47826087,17.91722968,9.028766623,91.43250993,0.0
125.546875,48.6625593,-0.0378190329999999,-0.201647821,6.22993311,32.31885158,5.504055671000001,,0.0
8.75,30.95838941,6.279269335,40.91783735,98.51086957,55.03245363,0.971089811,0.311751619,1.0
140.203125,48.51390899,-0.004138791,-0.085997058,2.071906355,,10.30375635,151.20731809999998,0.0
106.890625,39.54748617,,0.8243277929999999,1.159698997,11.45393922,13.93244922,241.9531501,0.0
85.96875,45.88741956,0.935675856,1.487672804,2.12458194,18.15605976,10.03641461,108.8442704,0.0
125.9765625,51.06115586,,-0.076700853,2.260033445,13.30181324,9.487828589,129.25789440000003,0.0
97.1015625,46.94125981,0.546027089,0.596783814,2.27090301,17.38051006,9.106240661,95.4881625,0.0
128.2109375,47.61788863,0.222572209,-0.309684164,0.785117057,11.32603532,17.95680631,356.4166267,0.0
119.140625,39.67893301,0.1455551719999999,0.913052491,0.490802676,8.963456972000001,22.84698125,585.7534445,0.0
113.8046875,32.16681583,0.271339275,2.700348215,4.43645485,21.51448471,6.326779796,46.49284443,0.0
126.453125,46.70383071,-0.197472928,0.151290186,2.148829431,16.84251043,9.401410885,100.3349122,0.0
103.15625,46.64015127,0.405605296,0.572792364,2.649665552,16.70024457,8.963356546,95.75195111,0.0
112.578125,55.185852100000005,0.16457176,-0.18142891,2.658026756,20.75593023,8.94501917,85.07451393,0.0
108.875,41.52239607,0.404870992,0.429777215,2.245819398,14.57507749,8.87803484,103.3419525,0.0
116.796875,44.43101383,0.065484254,0.660125018,7.10451505,34.35120031,5.04938044,25.15975443,0.0
106.5234375,48.76377447,0.6554293999999999,0.448138297,2.659698997,21.10097751,8.90484758,83.52674473,0.0
109.0234375,49.13493297,0.322659154,0.131936945,5.670568562000001,31.28112101,5.677978088,31.66436291,0.0
101.4453125,52.10878174,0.458066887,-0.068505074,1.852842809,12.43451409,10.98479204,168.0331732,0.0
114.9609375,49.20419862,0.007199233,0.089544291,1.215719064,12.39114288,14.19751267,235.5793489,0.0
155.7421875,39.82387908,-0.307926321,1.127673081,5.5016722410000005,30.15485391,5.928583644,35.86385187,0.0
130.609375,46.93699806,-0.111093156,0.184263068,5.41638796,27.73920952,5.70576836,34.32726627,0.0
95.8203125,43.37417751,0.4165489739999999,1.165013802,1.993311037,,10.52563851,143.7760523,0.0
123.6015625,43.3410061,-0.08416679,0.3530101439999999,5.070234114,28.35106158,6.553891475,44.85315183,0.0
127.6953125,52.59657169,-0.178006847,-0.254745131,3.954013378,20.39481684,7.246497545,63.53785659,0.0
120.8828125,51.85069025,-0.041628469,-0.290913068,10.31605351,38.12396752,3.907732567,15.02116119,0.0
138.40625,51.23207575,0.100145968,-0.268583931,3.828595318,,7.46049714,66.30531584,0.0
125.7890625,46.60332143,-0.098536494,0.089892053,6.189799331000001,33.98708583,5.753822748999999,32.58034445,0.0
109.828125,51.30562673,0.074724818,-0.05692356,1.574414716,12.51007544,11.8089378,179.2747478,0.0
95.359375,34.1015795,0.768040015,2.8538240960000003,2.464882943,,8.750297212000001,79.97112233,0.0
124.15625,48.22853109,,0.155086328,2.756688963,19.72181526,9.250801079,,0.0
123.5,62.56833764,-0.111580441,-0.769203984,8.026755853,37.05736699,4.747849306,21.75724644,0.0
137.9453125,58.24132293,-0.004644844,-0.676629129,4.801839465,26.18939949,6.37065865,42.81991474,0.0
102.6171875,49.69235371,0.2304389839999999,0.193325371,1.489130435,16.00441146,12.64653474,171.83290209999998,0.0
102.96875,40.47895624,0.57761122,1.267424821,2.421404682,15.63402547,9.178656963,101.5568455,0.0
87.203125,37.50569944,0.6176733010000001,2.066137417,0.961538462,12.77651452,15.30996484,251.3433504,0.0
103.2734375,43.94931648,0.245130776,0.423220832,75.56521739,93.68489451,0.453273455,-1.749763659,0.0
92.8359375,55.83790398,1.244060628,1.00983219,158.5894649,84.5250919,-0.726943807,-0.830375768,0.0
76.1328125,40.14512173,,2.066096325,1.4197324409999998,16.18980475,12.02855835,,0.0
132.0078125,47.14331476,-0.0972560569999999,0.079534579,3.099498328,19.94073912,8.149702669,73.88936262,0.0
119.6796875,48.32764698,0.177270559,-0.184385587,1.702341137,15.72181965,10.91346844,133.5666912,0.0
92.515625,40.16216822,0.456172209,1.41609128,0.704013378,,18.34727978,392.4687293,0.0
121.28125,52.05404906,0.109705294,-0.410603449,12.64130435,44.28883534,3.622785972,12.33676654,0.0
117.53125,51.19752458,0.114568523,-0.331143217,9.095317726,39.11176351,4.2786908630000005,17.13419505,0.0
130.7109375,45.45398641,0.023009288,0.048930664,2.128762542,13.61585278,10.86426554,154.53674130000002,0.0
106.0859375,39.22232849,0.178321085,0.963113125,3.0961538460000004,18.48853804,7.990812517999999,,0.0
129.578125,47.81239532,-0.000321099,-0.005414777,0.6889632109999999,11.1115616,18.70453222,374.6457673,0.0
114.8359375,51.0576845,0.184721492,-0.033282975,0.5,9.599548833,22.83176506,550.5537747000001,0.0
120.640625,53.69440939,0.288436815,-0.252280925,3.151337793,21.52527502,7.779634731,65.68536317,0.0
126.1328125,51.78944317,-0.098372045,-0.68067275,3.772575251,20.62514093,6.927002803,54.31595774,0.0
12.765625,31.97007497,,35.61346695,24.60702341,48.90039447,2.374916068,5.515552218,1.0
140.953125,54.84920512,-0.223622621,-0.255132706,2.56270903,19.16287993,8.795851871,85.38074074,0.0
128.6484375,51.13578582,0.107478147,-0.109914059,2.902173913,17.49743303,7.952883706000001,76.13096318,0.0
97.5625,35.16029143,0.438211171,2.142149919,2.939799331,19.07838227,8.49720378,81.17969182,0.0
141.5,50.46363171,-0.145550979,-0.170372455,6.179765886,30.00435239,5.611008574,32.92790537,0.0
90.2734375,39.78864372,0.557888036,1.100250996,2.6889632110000004,17.1833097,7.845949012,72.78939348,0.0
133.515625,52.54149913,,-0.395257938,4.420568562,23.06989985,6.291062179,42.35893116,0.0
127.09375,54.60203143,0.004681091,-0.544765641,2.2065217390000003,14.11040998,9.76735016,123.6076015,0.0
140.7578125,45.20659971,-0.218455445,0.115754705,4.894648828999999,25.64761076,5.93660406,37.08121882,0.0
144.3671875,47.78743152,0.027131368,-0.064177109,83.68729097,85.06135424,0.068178141,-1.914268937,0.0
126.7421875,42.28978269,0.251179746,0.349913728,1.89632107,15.75813067,10.66275955,128.65065159999995,0.0
133.75,51.01087507,-0.169757203,-0.18065522,20.17140468,55.13984852,2.586884737,5.279793594,0.0
161.6953125,48.17052369,-0.195356768,-0.128083072,2.651337793,18.7334678,8.533350994,80.02065268,0.0
124.46875,47.52613385,,0.662919209,3.272575251,22.30450448,7.995574743,69.36483605,0.0
109.828125,40.69572869,0.34886162,0.824932934,2.088628763,16.01203052,9.997709483,114.3981424,0.0
96.4375,40.21791229,0.163070395,1.10467633,3.422240803,18.98396984,6.80786533,54.38115496,0.0
126.8515625,53.12501321,0.056594489,-0.464809459,3.403846154,20.96752431,7.288475426000001,59.82204584,0.0
124.9140625,53.19392989,-0.021354195,-0.28671584,3.5133779260000004,20.28605601,7.784988437999999,69.07929637,0.0
70.1796875,52.86383357,,1.859969095,139.8411371,60.37595299,-0.888727862,0.7775352659999999,0.0
96.0,44.19311315,0.388673964,0.281343622,1.871237458,15.83374562,9.634927465,104.8216227,0.0
109.109375,51.92064774,0.305944977,-0.068219973,28.3277592,62.70665846,1.906443429,2.000145219,0.0
150.984375,43.86199672,,0.333709395,1.658862876,16.69369977,12.09101439,158.49931999999998,0.0
100.9375,40.48953376,0.326682865,0.925143271,2.390468227,,9.079509673,101.2107341,0.0
101.71875,40.94698125,0.517195769,1.623211941,2.679765886,15.83052886,8.191362605,85.9253615,0.0
112.0546875,46.51130719,0.059912687,0.156629244,2.172240803,14.39726953,9.540924876,115.6686097,0.0
96.90625,38.25151907,0.707673542,1.567819123,1.960702341,18.27203286,10.53693898,117.5304894,0.0
138.1640625,43.61385555,0.076882213,0.6805645379999999,15.24080268,46.67786719,3.05060795,8.12368601,0.0
86.4609375,36.070656,0.7710892159999999,2.631368392,1.469063545,10.83502987,13.85008489,269.372605,0.0
139.0703125,63.8723316,,-0.976845205,2.221571906,13.10500056,10.08730728,142.48803930000005,0.0
60.9296875,32.91992738,2.631292542,11.22161938,28.29598662,58.38129497,2.840048743,7.56294152,1.0
140.171875,50.46473233,-0.106103588,-0.113129133,3.601170569,17.83716664,6.62729333,56.15451742,0.0
106.4765625,35.05597418,,2.077162157,1.090301003,11.62169317,15.20327326,270.8151264,0.0
120.6796875,48.42809321,0.161240379,-0.18552303,3.983277592,19.81692263,6.358716428999999,49.867476200000006,0.0
118.8359375,48.03884778,0.367765798,0.389902646,2.239130435,16.31708198,9.856253447,114.5544396,0.0
127.9453125,49.7988624,0.154423984,-0.045697955,2.176421405,15.31431487,10.5184923,130.3958647,0.0
162.140625,43.82078816,-0.456140816,0.352268187,2.45735786,14.7259476,8.981556908,105.5238335,0.0
118.21875,47.47893242,-0.082574633,-0.054545769,1.595317726,13.83430778,11.06650472,145.15564890000002,0.0
131.9921875,46.32468566,0.071568777,-0.185215573,1.83361204,11.69554873,12.24079594,209.5485527,0.0
137.921875,57.68280849999999,,-0.533023468,1.740802676,11.62965478,12.20259612,211.1989338,0.0
62.3984375,42.06140226,,6.567822209,141.0217391,66.15363841,0.001915074,-1.069967396,0.0
151.5625,48.61483666,-0.361939839,0.231637748,2.635451505,18.5445107,8.741602622,,0.0
79.2421875,34.90203837,1.82505181,6.81001969,15.68394649,49.77085059,3.394243699,10.63539364,1.0
109.4765625,43.15487459,0.345333717,0.764220114,1.4222408030000002,12.16235517,13.08633982,213.6485717,0.0
120.4375,52.42848552,-0.0981134999999999,-0.38637753,3.379598662,17.18339164,7.663753797,76.44391267,0.0
97.234375,50.38965115,0.6632062,0.367619673,1.706521739,15.23083227,11.31007015,143.464406,0.0
124.4921875,52.11300763,0.234271591,-0.428897861,2.114548495,13.50644919,10.16938814,137.6383157,0.0
111.109375,44.41041446,0.318508843,0.1962042289999999,3.235785953,17.65276155,7.536696583999999,70.52302596,0.0
104.921875,45.02891595,0.23050719,0.43230963,3.232441472,22.51594346,7.570407783999999,,0.0
105.4921875,40.4339732,,0.892812175,7.637123746,33.27636521,4.898199844,24.41945068,0.0
138.9765625,48.90176135,0.116474235,-0.440870565,9.089464883,37.42796233,4.347298608,18.46522154,0.0
137.171875,45.31351023,0.14855203,0.151383816,0.434782609,8.60834515,24.43849615,666.6812642000001,0.0
98.9921875,45.38937377,0.408522546,0.361049546,1.950668896,15.84878611,9.932203919,113.3182285,0.0
84.3046875,38.20556213,,3.2473427260000003,55.93143813,75.82274688,0.920049101,-0.6810043840000001,0.0
110.28125,53.61522893,0.134786079,-0.416735137,1.380434783,15.1592412,12.61715608,171.1505281,0.0
120.890625,46.09437235,-0.1622022659999999,0.145909642,0.6638795989999999,9.966955419,18.83762441,408.995802,0.0
119.984375,50.86685813,0.160614687,0.033648822,4.442307692,25.50200037,7.311543151,57.11321308,0.0
153.109375,48.17679589,-0.267568205,-0.018614441,1.119565217,12.39935746,13.71480344,215.7792591,0.0
107.40625,58.50486592,0.100292261,-0.900060229,18.4590301,53.85715183,2.794208117,6.361790342000001,0.0
128.625,53.00221104,0.213946025,-0.096616072,5.9632107020000005,29.13049267,5.193418363,27.47401981,0.0
130.25,48.72403155,0.000637239,-0.449895335,0.969899666,12.77778029,15.93818523,,0.0
137.7890625,48.77109357,-0.148782839,0.138485404,2.451505017,15.20897319,9.013128146,102.6811165,0.0
103.1328125,50.82727662,0.473620281,0.095382476,3.177257525,20.67025761,8.54079572,80.67260982,0.0
120.1171875,47.59572937,0.320013157,0.314578328,2.511705686,14.37106311,8.987581063,109.5037952,0.0
146.1796875,44.67039596,-0.230021535,0.259498525,1.72993311,11.70683448,12.08826606,206.9702029,0.0
94.6796875,43.93833278,,0.677596174,2.595317726,13.84318934,8.958145057000001,115.25585259999998,0.0
108.8203125,42.40751584,0.322116327,0.799674931,1.578595318,11.78732994,12.33829458,207.1063698,0.0
122.0390625,55.24878425,,-0.49908696,1.276755853,14.10938496,13.25381771,191.9967821,0.0
130.8828125,52.24859763,-0.080306594,-0.558726642,53.26254181,81.48426383,1.137613402,-0.354459296,0.0
117.2578125,37.75129263,-0.102569494,1.317212361,1.372909699,14.25618689,12.78787211,186.8564875,0.0
102.0234375,51.34236568,0.371094507,-0.005771135,1.772575251,16.07736679,10.25897623,113.9524153,0.0
117.328125,41.74927196,0.182074875,0.7368696690000001,2.491638796,13.79705134,9.107530891,117.03285990000002,0.0
113.5078125,39.24761061,0.561972311,1.299585896,2.390468227,15.74585605,9.041111304,100.842176,0.0
135.8203125,55.26716837,0.085252778,-0.397856837,1.198160535,10.81371744,15.33051113,297.68593710000005,0.0
25.8828125,38.00670605,4.513053034,21.45892946,85.52508361,59.23094254,0.778190103,0.460438719,1.0
117.2734375,40.9539976,0.3151508,0.796802957,2.245819398,14.39103124,10.12709773,132.1619633,0.0
112.7109375,46.26100415,0.294945329,-0.214618102,1.775919732,13.81180081,10.7094265,140.06025459999998,0.0
105.25,49.17427554,0.306171385,-0.163286527,5.239130435,27.40538007,5.7275730000000005,34.21036209,0.0
107.25,48.30615256,0.1147049409999999,-0.073014,1.953177258,13.65139861,10.63844438,147.2804387,0.0
124.421875,46.56809687,0.343008352,0.268200105,1.871237458,20.42357011,10.87275186,116.7813095,0.0
153.015625,44.93519368,-0.3029168439999999,0.382110681,2.39548495,15.3159025,9.155241276,107.07064579999998,0.0
118.6640625,48.73994726,0.2770060689999999,-0.082263703,2.649665552,14.61953983,8.510619006,100.0135431,0.0
115.0078125,45.49836812,0.4355299379999999,0.3553031029999999,1.93812709,14.3072888,10.21453771,,0.0
81.0859375,40.14077325,1.175522965,3.424507519,11.67307692,44.34816995,3.93256811,14.60375894,1.0
123.5625,54.91780079,0.11887879,-0.451300803,2.4590301,21.21405069,9.100760318,84.40238076,0.0
141.359375,44.40346523,-0.312695151,0.103106469,2.505852843,13.63385759,8.915831965,117.3048222,0.0
124.9140625,53.40617171,,-0.480710512,5.143812709,28.44888134,6.00830816,36.98609905,0.0
86.15625,40.2131892,0.587122984,1.599774026,1.683110368,17.02994851,11.38772579,138.3898553,0.0
114.4375,49.82622145,0.115212978,-0.230932739,3.076923077,18.71715458,7.880338169,73.57498589,0.0
144.359375,51.99710544,-0.237919953,-0.1736489889999999,3.83277592,21.24810743,7.190081211,59.81785765,0.0
98.7421875,42.27112011,0.495653744,0.889844035,2.693979933,21.09347719,8.628129428,77.79632194,0.0
98.3828125,42.35695063,0.349720099,0.968920935,4.902173913,28.65078568,6.231565767,39.50119118,0.0
125.859375,54.82952763,-0.135011693,-0.258923515,3.561036789,22.12749134,7.479138282,61.71049583,0.0
114.484375,42.585756200000006,0.103546949,0.2019073639999999,7.218227425,30.08285719,4.456742206,20.28772441,0.0
131.0703125,51.17436242,0.287732862,-0.057242312,7.938963211,40.24062807,4.896282513,22.11206824,0.0
100.609375,53.66100691,0.739238287,-0.080336346,2.982441472,21.14056775,8.967146098999999,85.02240544,0.0
122.515625,43.92500434,0.1095302119999999,0.4653536279999999,1.328595318,14.43940927,12.89551112,182.4887813,0.0
91.640625,44.11397426,0.225166783,0.60873626,1.149665552,12.8502505,12.94366564,190.6465859,0.0
111.875,47.66337037,0.344735906,0.130435733,1.722408027,13.6457155,11.22881076,152.7674046,0.0
94.2265625,45.12295959,0.632671223,0.8024133000000001,6.358695652000001,30.62955815,5.186103416,27.45178548,0.0
105.59375,45.89482499,0.090410376,-0.004089162,2.213210702,13.66765802,9.672221086,127.4512507,0.0
112.171875,44.89399135,,0.57494726,2.321070234,14.39320925,8.838911155,,0.0
123.3125,45.86558997,0.1696764919999999,0.159023144,1.904682274,13.74733583,10.71130882,142.5931377,0.0
126.71875,48.39791729,-0.146855939,-0.275727835,22.23578595,62.99037398,2.520420655,4.4851038160000005,0.0
117.96875,51.77127242,0.33041296,0.274453144,1.475752508,11.92795741,13.25039832,221.3566602,0.0
134.703125,42.9529829,-0.070169259,0.098560065,2.259197324,,8.750593544,88.7319326,0.0
96.8125,37.85039424,0.4896877229999999,1.413240192,8.869565217,35.68755688,4.217773856,17.48847999,0.0
107.859375,44.80735402,,1.100112246,1.529264214,,12.34112361,169.4863347,0.0
149.3203125,43.54934945,-0.374924153,0.440700331,2.933946488,16.81862177,8.20195672,83.3000797,0.0
128.2890625,55.26514956,0.069834842,-0.443164315,1.846989967,13.24117044,11.14255826,161.8683904,0.0
109.265625,41.47579949,0.250427896,0.377768965,10.37541806,40.12458063,3.958871905,14.8362423,0.0
134.5390625,51.38030726,-0.003914972,-0.103663031,4.546822742,23.80502564,6.399416857,45.24619024,0.0
19.9609375,34.09646296,5.504910882999999,31.0998767,125.264214,,-0.141533847,-1.150789277,1.0
123.4921875,54.43373209,-0.136258025,-0.403809474,2.876254181,17.23052644,8.530455586,87.31539511,0.0
121.3359375,50.6157827,0.35142158,-0.039742082,2.424749164,16.85503377,8.746258662999999,89.09272651,0.0
156.28125,44.19168783,-0.179280543,0.434253817,1.877926421,16.33891105,10.43919268,122.4311418,0.0
139.8984375,55.80376329,-0.216268588,-0.580516534,4.105351171000001,21.99047235,7.209344867,58.06906398,0.0
107.09375,42.70930766,0.458418008,0.791787019,2.180602007,18.30750413,9.583179377,99.21796887,0.0
101.6640625,36.01763399,0.293836765,1.7557765580000002,0.8060200670000001,9.733102013,18.18678619,413.3002309,0.0
89.2734375,45.91342309,0.6818468990000001,1.22500651,2.79180602,20.35662727,8.385930927999999,76.18247242,0.0
149.6015625,48.67949065,-0.380022712,0.400959309,39.4916388,71.8216676,1.42530973,0.35463112,0.0
131.7734375,51.92305227,,-0.502095292,4.964046823,27.32872253,6.627192487,46.27117972,0.0
105.53125,42.45455981,0.6231253379999999,0.8355896140000001,31.11120401,69.20399182,2.406829435,4.553456286,0.0
120.78125,42.76003857,0.006859746,0.432321302,2.819397993,15.34603622,8.521713784,95.56393579,0.0
106.3125,49.34013801,0.16707436,-0.225834754,1.7349498330000002,11.92279298,12.49257112,209.4416874,0.0
108.0078125,47.98656975,0.322575231,0.0134108889999999,2.72909699,19.37290775,9.359383545,99.30252327,0.0
161.4921875,60.72877665,-0.905780389,-0.0480354459999999,177.51337790000002,63.38262257,-1.5036026619999998,1.381786732,0.0
92.078125,34.16860981,0.73476407,3.089536004,7.445652174,35.78392825,5.020212863999999,24.88111952,0.0
64.546875,37.91723293,2.393784319,8.725899465,74.34615385,88.4348422,0.636055191,-1.120644764,1.0
121.8125,49.12527831,0.071398686,-0.4386685389999999,2.913043478,22.57312451,8.437438341,72.84367034,0.0
105.2421875,51.10157564,,0.0844691319999999,1.622909699,13.04516634,11.30175955,161.3075373,0.0
115.390625,44.67088579,0.284449078,0.292062005,2.62541806,,7.975588115,71.18472639,0.0
114.0703125,49.16286448,0.244839473,0.190307659,2.142976589,16.98712258,9.218707393,94.16148289,0.0
96.15625,46.26155894,0.666469683,0.949210099,2.599498328,14.58842143,8.49532772,99.46038801,0.0
102.7578125,46.53858381,,0.248792227,5.39632107,29.86376738,5.973496596,35.99559689,0.0
120.28125,46.9916777,0.123255113,0.244876919,3.43729097,22.56092266,7.466361733999999,58.62373266,0.0
92.3046875,48.69797843,0.5182416360000001,0.58863647,1.717391304,16.78733991,12.18384563,158.78536269999998,0.0
103.9140625,42.31892074,0.23701796,0.4234465639999999,2.326086957,18.30270431,8.734986337,82.08935303,0.0
154.5859375,43.31705917,-0.40591893,0.283579631,1.940635452,18.10256881,10.57316948,118.3451551,0.0
109.609375,49.66264856,0.207836672,-0.254627014,1.294314381,12.25251327,12.93015256,204.0134965,0.0
123.8671875,41.51851452,-0.004028403,0.449698432,2.023411371,16.01293751,10.24164014,120.3487174,0.0
45.0625,32.2915793,,18.92343317,97.05351171,95.03935365,0.311167332,-1.52348606,1.0
132.2734375,43.70260198,,0.421059755,5.74916388,31.11953367,5.661745833,32.33130494,0.0
115.4609375,58.18490224,0.331789895,-0.478993736,1.5,13.98837908,12.34754736,177.3936502,0.0
156.15625,54.76589916,,0.0109320539999999,6.780100334,32.2011753,5.454892942000001,30.33757235,0.0
123.625,52.10116361,0.040286937,0.066141063,0.673076923,9.735428743,19.21606148,434.305014,0.0
138.0234375,56.93011956,-0.011032537,-0.64470895,2.865384615,19.38294183,8.499953383,79.30746027,0.0
120.390625,51.91462859,0.0206158,-0.357913429,26.76588629,63.62689404,2.106032541,2.78050203,0.0
142.390625,42.91110622,-0.001936351,0.292316438,1.4013377930000002,12.13522464,12.95126257,212.6768086,0.0
131.78125,48.98276762,-0.14203507,-0.161152114,1.664715719,11.16404551,12.79766318,238.3105512,0.0
117.84375,50.62290698,-0.016790658,-0.219469946,31.5735786,66.4073809,1.792573896,,0.0
137.765625,43.54729548,-0.032194399,0.170853558,3.149665552,17.83659127,7.98439711,75.60194716,0.0
86.8828125,36.94498044,0.495826828,2.614521499,3.85451505,24.64854439,6.916693947000001,49.6007528,0.0
109.3515625,38.86989312,0.168128016,0.8246541209999999,1.384615385,12.43656402,12.25502441,189.4529218,0.0
106.890625,60.36881883,,-0.7108086309999999,1.144648829,13.87660551,14.95015275,246.2772252,0.0
104.4453125,54.78477899,0.328619322,-0.347524523,1.407190635,14.81521347,11.70135037,149.252476,0.0
111.2109375,44.75639835,0.049738567,0.126347724,0.887123746,10.24490091,17.11080776,358.504497,0.0
127.515625,55.5860797,0.042034055,-0.479002842,2.946488294,17.35153399,7.423258407,66.66445601,0.0
135.3046875,52.23722311,0.067075274,-0.524685311,4.221571906,25.98626926,7.186192071000001,54.1984798,0.0
129.0546875,50.14686378,0.041854979,-0.375044104,2.867892977,17.15420732,8.01456317,78.22859669,0.0
105.65625,46.54877105,0.344045195,0.614291136,3.199832776,22.06597814,7.550549915,59.94853944,0.0
90.96875,41.60790518,0.729465117,1.211588181,1.897993311,14.79264583,10.41870697,128.7548875,0.0
126.4375,55.54344443,-0.059579904,-0.466507201,1.831103679,12.38404016,11.03998742,169.96991540000002,0.0
111.09375,47.34108903,,0.471339022,2.386287625,15.86717271,9.327098427,103.545876,0.0
126.6640625,50.46088791,0.074932992,-0.520259766,2.243311037,16.29889599,9.701439754,108.6614078,0.0
138.546875,51.86082026,0.13562608,-0.546714229,2.816053512,18.51261731,7.769081692999999,68.3924954,0.0
133.6953125,48.66716658,,-0.091802158,3.433110368,,7.395703266,61.61711885,0.0
111.5859375,49.50213495,0.368617106,0.101619961,58.91722408,67.82818648,0.832598895,-0.2963966,0.0
115.75,55.92545261,0.34295198,-0.244647355,7.224916388,33.89584797,4.951829946,24.09634392,0.0
121.421875,51.38756072,0.366200576,0.02369523,2.7775919730000003,22.18685545,8.655175394,78.04096005,0.0
108.375,48.5315619,0.196587533,-0.19329428,1.97993311,,10.90544539,153.01058469999998,0.0
119.53125,48.09056195,0.358883632,0.525938724,7.802675585,34.48856424,4.62372935,,0.0
99.28125,49.82138997,0.440754456,0.219506564,7.902173912999999,36.71151609,4.908569566000001,,0.0
93.6015625,34.55234703,,3.038797852,2.193979933,18.76845795,9.199617063,88.63984058,0.0
115.453125,56.52320588,,-0.431156903,1.918896321,14.8841438,10.33646175,,0.0
130.6875,53.05580052,-0.003443303,-0.571600323,2.295150502,14.32619312,10.40618204,141.4138666,0.0
139.640625,39.27442202,0.009475872,0.862941112,1.717391304,11.89939988,11.7794491,195.5969318,0.0
126.125,42.97128402,-0.05925826,0.265109161,2.6237458190000003,19.32581681,8.561875622,80.16922063,0.0
107.9375,48.07477087,,-0.049100425,1.12541806,9.85467935,17.13525188,388.1199414,0.0
98.5859375,39.57479614,0.3275045119999999,1.236035322,1.775919732,17.81514956,10.64495344,,0.0
123.6796875,45.47989487,0.234601066,0.172569488,1.993311037,14.92242893,10.58937964,138.1218922,0.0
136.8359375,44.10955419,0.2236044539999999,0.210615755,2.608695652,,8.107513438,73.82846455,0.0
146.640625,50.42084365,-0.1127631269999999,-0.371108552,4.716555184,28.45983663,6.689232557,45.80444821,0.0
99.28125,71.95646877,0.765557849,-0.82764003,197.2341137,63.75879799,-1.876387679,2.431296609,0.0
129.9765625,46.59406897,0.278802655,0.134085409,3.0,14.99152492,7.58592123,83.44601424,0.0
102.3203125,42.95617927,0.622558912,0.562585286,3.279264214,19.31867773,7.117648787,58.10422525,0.0
143.8359375,49.67075620000001,-0.002501583,-0.340940116,10.39715719,43.47034462,4.225518873,16.6455136,0.0
126.4609375,45.48985161,0.311779385,0.082668695,48.4958194,85.52783671,1.3097601840000002,,0.0
149.515625,50.47585815,-0.261051455,-0.265201862,3.071906355,18.45997696,8.104915567,78.76095762,0.0
102.8984375,48.01136582,0.6822781920000001,0.994825711,5.56187291,27.74586687,5.557416554,32.20180283,0.0
87.796875,46.55110756,0.477314372,0.202493385,2.741638796,16.20719643,8.312471581,85.93428443,0.0
109.6171875,37.00593725,0.375889995,1.35308612,1.548494983,,12.10582453,183.266663,0.0
