age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,native-region
27,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
45,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
53,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,Low,Low,Medium,<=50K,Central_America
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,Low,<=50K,North_America
35,Private,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
49,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
25,Private,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
47,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,Low,Low,High,>50K,North_America
28,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
20,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,Low,Low,Low,<=50K,North_America
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
30,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,Low,High,<=50K,North_America
23,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,Low,>50K,North_America
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,North_America
30,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,Medium,>50K,North_America
26,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,Low,Low,Low,<=50K,North_America
34,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
49,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
35,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,High,Medium,<=50K,North_America
38,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,Low,Low,Low,<=50K,North_America
33,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,Low,Low,High,>50K,North_America
54,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
19,Local-gov,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
18,Never-worked,10th,6,Never-married,None,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
28,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
49,Local-gov,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,North_America
25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,Low,Low,High,<=50K,North_America
17,Private,10th,6,Never-married,Sales,Own-child,White,Male,Low,Low,Low,<=50K,North_America
41,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,>50K,North_America
30,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,Low,Low,Low,<=50K,North_America
90,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,Low,High,>50K,North_America
25,Private,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
27,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Low,<=50K,North_America
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
31,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,Low,Low,Medium,<=50K,North_America
43,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
63,Private,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,>50K,North_America
46,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,Low,Low,High,>50K,North_America
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
26,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
61,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,Low,Low,Medium,>50K,Central_America
23,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,Low,Medium,<=50K,North_America
35,Private,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,Medium,Low,Medium,>50K,Europe_West
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Low,<=50K,North_America
31,Private,12th,8,Divorced,Other-service,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,Low,Low,High,<=50K,North_America
63,Private,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
29,State-gov,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
43,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,<=50K,North_America
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,North_America
22,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Low,Low,Low,<=50K,Asia_East
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,North_America
23,Self-emp-not-inc,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,Low,High,Medium,>50K,North_America
35,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
32,Private,HS-grad,9,Divorced,Other-service,Unmarried,Other,Female,Low,Low,Low,<=50K,North_America
50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,Low,High,>50K,North_America
26,Local-gov,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
29,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
57,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
90,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,Low,Low,High,>50K,North_America
35,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,Low,Low,Medium,>50K,North_America
31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,Low,Low,High,>50K,North_America
60,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
21,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,Low,Low,Medium,<=50K,North_America
71,Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
22,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,North_America
50,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,>50K,North_America
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,Low,Low,Medium,<=50K,Asia_East
74,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Low,<=50K,North_America
67,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Medium,High,<=50K,North_America
59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,>50K,North_America
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Medium,Medium,<=50K,North_America
45,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,Low,Low,Medium,<=50K,North_America
63,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,Low,<=50K,North_America
39,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
33,State-gov,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Medium,Medium,>50K,North_America
39,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
29,State-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Low,<=50K,North_America
22,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
53,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,Medium,Low,Medium,>50K,North_America
46,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
51,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,Low,Low,Medium,>50K,North_America
44,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
56,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
27,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,Low,Low,Medium,<=50K,North_America
52,Private,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,Low,Low,Low,<=50K,Asia_East
39,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,Medium,>50K,North_America
45,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Medium,Low,Medium,>50K,North_America
33,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
46,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Wife,White,Female,Low,Low,Medium,<=50K,Europe_West
35,Private,12th,8,Married-civ-spouse,Craft-repair,Wife,White,Female,Low,Low,High,<=50K,North_America
33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,Low,Low,High,<=50K,North_America
48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,Low,Low,High,<=50K,North_America
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,Low,Low,Low,<=50K,North_America
35,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,Low,Low,High,<=50K,North_America
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,Low,Low,Low,<=50K,North_America
56,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
28,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Low,<=50K,Central_America
45,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
32,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,Low,Medium,<=50K,North_America
44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,<=50K,North_America
55,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,>50K,North_America
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
36,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,Low,Low,High,<=50K,North_America
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Medium,Low,High,>50K,North_America
53,Private,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,Low,Low,Medium,<=50K,South_America
47,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,Low,Low,Medium,<=50K,North_America
49,Self-emp-inc,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,Low,Low,Medium,<=50K,North_America
31,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
44,Self-emp-inc,Some-college,10,Divorced,Other-service,Unmarried,White,Male,Low,Low,High,<=50K,North_America
19,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
37,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,Low,<=50K,North_America
44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,Low,High,>50K,North_America
54,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,Low,Low,Low,<=50K,North_America
23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,<=50K,North_America
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,Low,Low,Low,<=50K,North_America
19,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,Low,Low,Low,<=50K,North_America
51,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,>50K,North_America
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Medium,Low,High,>50K,North_America
61,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,High,Low,Low,>50K,North_America
19,Self-emp-not-inc,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,Low,Low,Medium,<=50K,North_America
22,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
49,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Low,<=50K,North_America
35,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
38,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
29,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
56,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,>50K,North_America
41,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
62,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,>50K,North_America
27,Private,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,Low,Low,Medium,<=50K,Asia_East
25,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,Medium,Low,Medium,<=50K,North_America
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,Low,High,>50K,North_America
43,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
53,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,>50K,North_America
43,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
56,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,Low,Low,Low,<=50K,North_America
25,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
60,Private,Masters,14,Divorced,Prof-specialty,Other-relative,Black,Male,Low,Low,Medium,<=50K,North_America
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,Low,Low,Medium,<=50K,Central_America
40,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,Low,Low,Medium,<=50K,North_America
20,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,Low,Low,Low,<=50K,North_America
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,>50K,North_America
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,Low,Low,Low,<=50K,North_America
32,State-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Low,<=50K,North_America
27,Private,1st-4th,2,Never-married,Other-service,Own-child,Other,Male,Low,Low,Low,<=50K,Central_America
48,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,Low,Low,Low,<=50K,North_America
55,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,Low,Low,Medium,<=50K,Europe_West
33,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,High,>50K,North_America
21,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Low,<=50K,North_America
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,<=50K,North_America
35,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Low,>50K,North_America
19,Private,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,Low,Low,Medium,<=50K,North_America
25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,Low,Low,Medium,<=50K,North_America
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,High,>50K,North_America
27,Private,Assoc-acdm,12,Never-married,Craft-repair,Unmarried,White,Male,Low,Low,Medium,<=50K,North_America
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,Low,Medium,>50K,North_America
69,Private,10th,6,Never-married,Craft-repair,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,Low,Low,Medium,<=50K,Asia_East
37,Private,5th-6th,3,Separated,Other-service,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
43,Local-gov,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,Low,Low,Low,<=50K,North_America
34,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,Low,Low,Medium,>50K,North_America
31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,High,<=50K,North_America
42,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,Medium,Low,High,>50K,North_America
26,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
39,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,Low,Low,High,<=50K,North_America
25,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
54,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,Low,Low,Low,<=50K,North_America
44,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,North_America
34,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Medium,Low,Low,>50K,North_America
21,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
40,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,Medium,>50K,North_America
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
33,Local-gov,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
21,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
35,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,Low,Low,High,<=50K,North_America
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Medium,Low,Medium,>50K,North_America
51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,<=50K,North_America
51,Local-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
18,Private,11th,7,Never-married,Sales,Own-child,White,Male,Low,Low,Low,<=50K,North_America
58,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
57,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
37,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
45,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
27,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Low,Low,Medium,>50K,Asia_East
38,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,Low,Low,High,<=50K,North_America
30,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
60,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,>50K,North_America
30,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,Medium,Low,Medium,>50K,North_America
39,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
42,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Medium,Low,Medium,>50K,North_America
27,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,Low,Low,Medium,<=50K,North_America
44,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
33,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
54,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,High,>50K,North_America
58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,Low,<=50K,North_America
45,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
59,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,High,<=50K,North_America
29,Private,Assoc-acdm,12,Never-married,Priv-house-serv,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
44,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,Low,>50K,North_America
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,>50K,North_America
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
27,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
55,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
32,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,Low,Low,High,<=50K,North_America
31,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,Low,Medium,<=50K,North_America
57,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,Low,High,>50K,North_America
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
29,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
66,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,Low,Low,Low,<=50K,North_America
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,>50K,North_America
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,<=50K,North_America
26,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,Low,Low,High,>50K,North_America
34,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
59,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Medium,Medium,>50K,North_America
